,original_url,source_article,logical_fallacies
10,https://www.youtube.com/watch?v=b8JZo6PzpCU&ab_channel=JohnStossel,"“ The Obama ’ s administration ’ s model projects that the amount of global warming that would be saved [ by the US ] going to ZERO emissions tomorrow … would be 14 hundredths of a degree Celsius , ” says Michaels .

It wouldn ’ t stop global warming but : “ You ’ ll sure have an impoverished dark country. ” he continues .

“ Global warming is why hurricanes are getting worse ” and the idea that “ carbon dioxide is a pollutant that just does harm ” are two other myths the scientists debunk .","[1904, 1997, 'False Dilemma']"
11,https://www.youtube.com/watch?v=b8JZo6PzpCU&ab_channel=JohnStossel,"“ Global warming is why hurricanes are getting worse ” and the idea that “ carbon dioxide is a pollutant that just does harm ” are two other myths the scientists debunk .

Stossel concludes by asking , “ Are they right ? It ’ s hard to believe they are when so many serious people are so worried . I wish there were a real debate ! Why won ’ t the other side debate ? ”","[2311, 2381, 'Intentional']"
12,https://www.nytimes.com/interactive/2021/03/02/climate/atlantic-ocean-climate-change.html,"This forced a paradigm shift in how scientists thought about climate change . Earlier , they had tended to imagine creeping shifts occurring over many millennia . But by the late 1990s , they accepted that abrupt transitions , tipping points , could occur .

This didn ’ t bode well for humanity ’ s warming of the atmosphere . Dr. Broecker , who died in 2019 , famously warned : “ The climate system is an angry beast and we are poking it with sticks . ”

WHY DID THE AMOC shut down ? A leading theory is that meltwater from retreating glaciers emptied into the North Atlantic or Arctic oceans . Freshwater is lighter than saltwater , and the sudden influx of more buoyant water could have impeded the sinking of denser , saltier water — that critical “ overturning ” phase of the AMOC .","[6500, 6569, 'Logical Fallacy']"
13,https://www.nytimes.com/interactive/2021/03/02/climate/atlantic-ocean-climate-change.html,"A 2019 report by the United Nations ’ Intergovernmental Panel on Climate Change , a synthesis of the most significant climate research worldwide , says that while the AMOC will “ very likely ” weaken later this century , collapse is “ very unlikely. ” Yet Dr. Rahmstorf worries about the unknowns in a system that scientists understand can rapidly shift between different states .

He points out that , in IPCC jargon , “ very unlikely ” translates to a probability of less than 10 percent . But if a nuclear reactor in your neighborhood had a less-than-10-percent likelihood of blowing up , he asked , “ would you be reassured ? ”

“ We still don ’ t know how far away this threshold is where it could break down altogether , ” he said . If we limit warming to 1.5 degrees Celsius above preindustrial times — a goal of the Paris agreement among nations to fight climate change — a shutdown is unlikely , he thinks . “ But for unmitigated warming , ” which is the world ’ s current trajectory , “ I think there ’ s increasing risk where we make AMOC so weak it goes over the edge and collapses . ”","[10066, 10277, 'Logical Fallacy']"
14,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Shortly before leaving office in 2001 , Clinton limited the ability of the United States Forest Service to thin out a dense thicket of foliage and downed trees on federal land to bring the West into a pristine state , Bob Zybach , an experienced forester with a PhD in environmental science , told the Daily Caller News Foundation . The former president ’ s decision created a ticking time bomb , Zybach argues .
“ If you don ’ t start managing these forests , then they are going to start burning up . Thirty years later , they are still ignoring it , ” said Zybach , who spent more than 20 years as a reforestation contractor . He was referring to warnings he made years ago , telling officials that warding off prescribed burns in Oregon and California creates kindling fuelling fires .
Such rules make it more difficult to deploy prescribed burns , which are controlled burns designed to cull all of the underbrush in forests to lessen the chance of massive fires , Zybach noted . Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .","[773, 820, 'Ad Hominem']"
15,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Roughly 100 massive fires are blazing Saturday in the West , including 12 in Idaho and nine in Montana , the National Interagency Fire Center said Saturday . All told , the wildfires have churned through more than 4.5 million acres in 12 states . ( RELATED : Wildfires , Blackouts And High Gas Prices : Californians Fight Familiar Foes Amid Pandemic )
Shortly before leaving office , Clinton introduced the Roadless Rule that restricted the use of existing roads and construction of new roads on 49 million acres of National Forest , making it difficult for officials to scan the land for the kind of kindling that fuels massive conflagrations .
The move was part of the Northwest Forest Plan ( NWFP ) , a resolution adopted by Clinton in 1994 to protect forests from being over-logged .","[2240, 2387, 'Intentional']"
16,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Former President Bill Clinton made a significant change to federal land management nearly 30 years ago that created the conditions necessary for massive wildfires to consume portions of the West Coast , according to one fire expert who predicted the problem years ago .
Shortly before leaving office in 2001 , Clinton limited the ability of the United States Forest Service to thin out a dense thicket of foliage and downed trees on federal land to bring the West into a pristine state , Bob Zybach , an experienced forester with a PhD in environmental science , told the Daily Caller News Foundation . The former president ’ s decision created a ticking time bomb , Zybach argues .
“ If you don ’ t start managing these forests , then they are going to start burning up . Thirty years later , they are still ignoring it , ” said Zybach , who spent more than 20 years as a reforestation contractor . He was referring to warnings he made years ago , telling officials that warding off prescribed burns in Oregon and California creates kindling fuelling fires .","[603, 664, 'Ad Hominem']"
17,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"“ If you don ’ t start managing these forests , then they are going to start burning up . Thirty years later , they are still ignoring it , ” said Zybach , who spent more than 20 years as a reforestation contractor . He was referring to warnings he made years ago , telling officials that warding off prescribed burns in Oregon and California creates kindling fuelling fires .
Such rules make it more difficult to deploy prescribed burns , which are controlled burns designed to cull all of the underbrush in forests to lessen the chance of massive fires , Zybach noted . Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .
Zybach ’ s comments come as wildfires continue churning through parts of California , Oregon , and Washington , media reports show . Fires have killed 26 people in West Coast states since August , including 19 people in California , and have culminated in more than half-a-million people evacuating Oregon , a number representing roughly 10 % of the state ’ s overall population .","[1386, 1463, 'Fallacy of Emotion']"
18,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"An average of 10.3 billion feet of timber was removed each year from Forest Service land between 1960 and 1990 , the data show . Those numbers dropped between 1991 and 2000 and continued dropping — an average of only 2.1 billion feet of timber was removed from the land between 2000 and 2013 , according to the data . That ’ s an 80 % decline .
“ They ’ ve gone and left hundreds of thousands of acres of burnt timber , a fire bomb waiting to happen , standing in place because the black back woodpecker prefers that habitat , ” Zybach said . “ It ’ s great for lawyers , but it ’ s bad for people who breathe air or work in the woods . ”
“ The prescribed burns are an ancient form of management for keeping the fuels down so these events don ’ t happen , ” Zybach added , referring to Native American Indians who used controlled burns to ward away pests and prevent wildfires from licking their homes .","[3353, 3531, 'False Dilemma']"
19,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"“ They ’ ve gone and left hundreds of thousands of acres of burnt timber , a fire bomb waiting to happen , standing in place because the black back woodpecker prefers that habitat , ” Zybach said . “ It ’ s great for lawyers , but it ’ s bad for people who breathe air or work in the woods . ”
“ The prescribed burns are an ancient form of management for keeping the fuels down so these events don ’ t happen , ” Zybach added , referring to Native American Indians who used controlled burns to ward away pests and prevent wildfires from licking their homes .
The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect .","[3779, 3907, 'Fallacy of Credibility']"
20,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Former President Bill Clinton made a significant change to federal land management nearly 30 years ago that created the conditions necessary for massive wildfires to consume portions of the West Coast , according to one fire expert who predicted the problem years ago .
Shortly before leaving office in 2001 , Clinton limited the ability of the United States Forest Service to thin out a dense thicket of foliage and downed trees on federal land to bring the West into a pristine state , Bob Zybach , an experienced forester with a PhD in environmental science , told the Daily Caller News Foundation . The former president ’ s decision created a ticking time bomb , Zybach argues .","[0, 269, 'Fallacy of Credibility']"
21,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Former President Bill Clinton made a significant change to federal land management nearly 30 years ago that created the conditions necessary for massive wildfires to consume portions of the West Coast , according to one fire expert who predicted the problem years ago .
Shortly before leaving office in 2001 , Clinton limited the ability of the United States Forest Service to thin out a dense thicket of foliage and downed trees on federal land to bring the West into a pristine state , Bob Zybach , an experienced forester with a PhD in environmental science , told the Daily Caller News Foundation . The former president ’ s decision created a ticking time bomb , Zybach argues .
“ If you don ’ t start managing these forests , then they are going to start burning up . Thirty years later , they are still ignoring it , ” said Zybach , who spent more than 20 years as a reforestation contractor . He was referring to warnings he made years ago , telling officials that warding off prescribed burns in Oregon and California creates kindling fuelling fires .","[603, 682, 'Fallacy of Credibility']"
22,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Former President Bill Clinton made a significant change to federal land management nearly 30 years ago that created the conditions necessary for massive wildfires to consume portions of the West Coast , according to one fire expert who predicted the problem years ago .
Shortly before leaving office in 2001 , Clinton limited the ability of the United States Forest Service to thin out a dense thicket of foliage and downed trees on federal land to bring the West into a pristine state , Bob Zybach , an experienced forester with a PhD in environmental science , told the Daily Caller News Foundation . The former president ’ s decision created a ticking time bomb , Zybach argues .
“ If you don ’ t start managing these forests , then they are going to start burning up . Thirty years later , they are still ignoring it , ” said Zybach , who spent more than 20 years as a reforestation contractor . He was referring to warnings he made years ago , telling officials that warding off prescribed burns in Oregon and California creates kindling fuelling fires .","[270, 602, 'Fallacy of Credibility']"
23,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"“ If you don ’ t start managing these forests , then they are going to start burning up . Thirty years later , they are still ignoring it , ” said Zybach , who spent more than 20 years as a reforestation contractor . He was referring to warnings he made years ago , telling officials that warding off prescribed burns in Oregon and California creates kindling fuelling fires .
Such rules make it more difficult to deploy prescribed burns , which are controlled burns designed to cull all of the underbrush in forests to lessen the chance of massive fires , Zybach noted . Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .
Zybach ’ s comments come as wildfires continue churning through parts of California , Oregon , and Washington , media reports show . Fires have killed 26 people in West Coast states since August , including 19 people in California , and have culminated in more than half-a-million people evacuating Oregon , a number representing roughly 10 % of the state ’ s overall population .","[1255, 1474, 'Logical Fallacy']"
24,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"“ If you don ’ t start managing these forests , then they are going to start burning up . Thirty years later , they are still ignoring it , ” said Zybach , who spent more than 20 years as a reforestation contractor . He was referring to warnings he made years ago , telling officials that warding off prescribed burns in Oregon and California creates kindling fuelling fires .
Such rules make it more difficult to deploy prescribed burns , which are controlled burns designed to cull all of the underbrush in forests to lessen the chance of massive fires , Zybach noted . Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .
Zybach ’ s comments come as wildfires continue churning through parts of California , Oregon , and Washington , media reports show . Fires have killed 26 people in West Coast states since August , including 19 people in California , and have culminated in more than half-a-million people evacuating Oregon , a number representing roughly 10 % of the state ’ s overall population .","[1255, 1474, 'Faulty Generalization']"
25,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Such rules make it more difficult to deploy prescribed burns , which are controlled burns designed to cull all of the underbrush in forests to lessen the chance of massive fires , Zybach noted . Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .
Zybach ’ s comments come as wildfires continue churning through parts of California , Oregon , and Washington , media reports show . Fires have killed 26 people in West Coast states since August , including 19 people in California , and have culminated in more than half-a-million people evacuating Oregon , a number representing roughly 10 % of the state ’ s overall population .
Roughly 100 massive fires are blazing Saturday in the West , including 12 in Idaho and nine in Montana , the National Interagency Fire Center said Saturday . All told , the wildfires have churned through more than 4.5 million acres in 12 states . ( RELATED : Wildfires , Blackouts And High Gas Prices : Californians Fight Familiar Foes Amid Pandemic )","[1608, 1855, 'Fallacy of Emotion']"
26,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Zybach ’ s comments come as wildfires continue churning through parts of California , Oregon , and Washington , media reports show . Fires have killed 26 people in West Coast states since August , including 19 people in California , and have culminated in more than half-a-million people evacuating Oregon , a number representing roughly 10 % of the state ’ s overall population .
Roughly 100 massive fires are blazing Saturday in the West , including 12 in Idaho and nine in Montana , the National Interagency Fire Center said Saturday . All told , the wildfires have churned through more than 4.5 million acres in 12 states . ( RELATED : Wildfires , Blackouts And High Gas Prices : Californians Fight Familiar Foes Amid Pandemic )
Shortly before leaving office , Clinton introduced the Roadless Rule that restricted the use of existing roads and construction of new roads on 49 million acres of National Forest , making it difficult for officials to scan the land for the kind of kindling that fuels massive conflagrations .","[1856, 2102, 'Ad Populum']"
27,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"An average of 10.3 billion feet of timber was removed each year from Forest Service land between 1960 and 1990 , the data show . Those numbers dropped between 1991 and 2000 and continued dropping — an average of only 2.1 billion feet of timber was removed from the land between 2000 and 2013 , according to the data . That ’ s an 80 % decline .
“ They ’ ve gone and left hundreds of thousands of acres of burnt timber , a fire bomb waiting to happen , standing in place because the black back woodpecker prefers that habitat , ” Zybach said . “ It ’ s great for lawyers , but it ’ s bad for people who breathe air or work in the woods . ”
“ The prescribed burns are an ancient form of management for keeping the fuels down so these events don ’ t happen , ” Zybach added , referring to Native American Indians who used controlled burns to ward away pests and prevent wildfires from licking their homes .","[3351, 3534, 'Intentional']"
28,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"“ They ’ ve gone and left hundreds of thousands of acres of burnt timber , a fire bomb waiting to happen , standing in place because the black back woodpecker prefers that habitat , ” Zybach said . “ It ’ s great for lawyers , but it ’ s bad for people who breathe air or work in the woods . ”
“ The prescribed burns are an ancient form of management for keeping the fuels down so these events don ’ t happen , ” Zybach added , referring to Native American Indians who used controlled burns to ward away pests and prevent wildfires from licking their homes .
The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect .","[3645, 3763, 'Fallacy of Credibility']"
29,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"“ The prescribed burns are an ancient form of management for keeping the fuels down so these events don ’ t happen , ” Zybach added , referring to Native American Indians who used controlled burns to ward away pests and prevent wildfires from licking their homes .
The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect .
Western Oregon had one major fire above 10,000 acres between 1952 and 1987 , reports show . The Silver Complex Fire of 1987 snapped that streak after torching more than 100,000 acres in the Kalmiopsis Wilderness area , killing rare plants and trees the federal government sought to protect from human activities .","[3910, 4126, 'Fallacy of Emotion']"
30,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Fire Experts Agree : Prescribed Burns Are Critical
Overzealous fire suppression across California are helping to build up wildland fuels , which contribute to wildfires , according to Tim Ingalsbee , a fire ecologist who began a career in the 1980s as a wildland firefighter . The solution is “ to get good fire on the ground and whittle down some of that fuel load , ” he told ProPublica in August .
“ It ’ s just … well … it ’ s horrible . Horrible to see this happening when the science is so clear and has been clear for years . I suffer from Cassandra syndrome , ” Ingalsbee said , referring to the Cassandra Syndrome , a Greek metaphor people use when they believe their valid warnings are not heeded .","[4593, 4818, 'Fallacy of Credibility']"
31,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"“ It ’ s just … well … it ’ s horrible . Horrible to see this happening when the science is so clear and has been clear for years . I suffer from Cassandra syndrome , ” Ingalsbee said , referring to the Cassandra Syndrome , a Greek metaphor people use when they believe their valid warnings are not heeded .
“ Every year I warn people : Disaster ’ s coming . We got to change . And no one listens . And then it happens . ”
Other experts have made similar arguments in the past . ( RELATED : Decades Of Mismanagement Turned US Forests Into ‘ Slow-Motion Time Bombs ’ )","[5251, 5365, 'False Causality']"
32,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Other experts have made similar arguments in the past . ( RELATED : Decades Of Mismanagement Turned US Forests Into ‘ Slow-Motion Time Bombs ’ )
Overgrown grasslands , forests , and woodlands contributed to California wildfires in 2017 , Sasha Berleman , a fire ecologist , told High Country News that year . “ I ’ m more certain than ever that there ’ s a lot we can do between now and the next time this happens to make it so that the negative consequences to people are nowhere near as dramatic , ” she said .
The devastating fires that ran through California ’ s wine country in October of 2017 killed 42 people and destroyed nearly 7,000 buildings , High Country News noted .","[5511, 5674, 'Fallacy of Credibility']"
33,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Senate Minority Leader Chuck Schumer , a Democrat from New York , published a tweet Saturday that read : “ The proof of the urgency of the climate crisis is literally in the air around us. ” Schumer included a link to a Sept. 10 article from CBS blaming climate change for the fires .
Zybach is not convinced . “ The lack of active land management is almost 100 percent the cause , ” he told the DCNF , noting that climate change has almost nothing to do with fire kindling gathering across the forest floors . Other researchers share his skepticism .
“ Global warming may contribute slightly , but the key factors are mismanaged forests , years of fire suppression , increased population , people living where they should not , invasive flammable species , and the fact that California has always had fire , ” University of Washington climate scientist Cliff Mass told TheDCNF in 2018 .","[7309, 7349, 'Fallacy of Credibility']"
34,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Senate Minority Leader Chuck Schumer , a Democrat from New York , published a tweet Saturday that read : “ The proof of the urgency of the climate crisis is literally in the air around us. ” Schumer included a link to a Sept. 10 article from CBS blaming climate change for the fires .
Zybach is not convinced . “ The lack of active land management is almost 100 percent the cause , ” he told the DCNF , noting that climate change has almost nothing to do with fire kindling gathering across the forest floors . Other researchers share his skepticism .
“ Global warming may contribute slightly , but the key factors are mismanaged forests , years of fire suppression , increased population , people living where they should not , invasive flammable species , and the fact that California has always had fire , ” University of Washington climate scientist Cliff Mass told TheDCNF in 2018 .","[7083, 7308, 'Fallacy of Credibility']"
35,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"“ Global warming may contribute slightly , but the key factors are mismanaged forests , years of fire suppression , increased population , people living where they should not , invasive flammable species , and the fact that California has always had fire , ” University of Washington climate scientist Cliff Mass told TheDCNF in 2018 .
Mass ’ s critique came as Mendocino Complex Fire was spreading across California on its way to becoming the largest wildfire in the state , engulfing more than 283,000 acres .
EDITOR ’ S NOTE : A previous version of this article stated that an average of 10 million feet of timber was removed each year from Forest Service land between 1960 and 1990 . The actual number was 10,3 billion . The article has been updated to reflect the change .","[7686, 7861, 'Fallacy of Emotion']"
36,https://dailycaller.com/2020/09/13/california-oregon-wildfires-land-management-climate-change/,"Overzealous fire suppression across California are helping to build up wildland fuels , which contribute to wildfires , according to Tim Ingalsbee , a fire ecologist who began a career in the 1980s as a wildland firefighter . The solution is “ to get good fire on the ground and whittle down some of that fuel load , ” he told ProPublica in August .
“ It ’ s just … well … it ’ s horrible . Horrible to see this happening when the science is so clear and has been clear for years . I suffer from Cassandra syndrome , ” Ingalsbee said , referring to the Cassandra Syndrome , a Greek metaphor people use when they believe their valid warnings are not heeded .
“ Every year I warn people : Disaster ’ s coming . We got to change . And no one listens . And then it happens . ”","[4945, 5107, 'Intentional']"
37,https://edition.cnn.com/2020/08/14/weather/greenland-ice-sheet/index.html,"Greenland 's ice sheet has melted to a point of no return , and efforts to slow global warming will not stop it from disintegrating . That 's according to a new study by researchers at Ohio State University .
`` The ice sheet is now in this new dynamic state , where even if we went back to a climate that was more like what we had 20 or 30 years ago , we would still be pretty quickly losing mass , '' Ian Howat , co-author of the study and a professor at Ohio State University , said .","[0, 131, 'False Dilemma']"
38,https://edition.cnn.com/2020/08/14/weather/greenland-ice-sheet/index.html,"The ice loss has been so massive in recent years , she said , that it has caused a measurable change in the gravitational field over Greenland .
Ice melting in Greenland contributes more than a millimeter rise to sea level every year , and that 's likely to get worse . Sea levels are projected to rise by more than 3 feet by the end of the century , wiping away beaches and coastal properties .
Coastal states like Florida , and low-lying island nations are particularly vulnerable . Just 3 feet of sea level rise could put large areas of coastline underwater . Forty percent of the US population resides in coastal areas that are vulnerable to sea level rise .","[907, 1029, 'False Causality']"
39,https://edition.cnn.com/2020/08/14/weather/greenland-ice-sheet/index.html,"Greenland 's ice sheet has melted to a point of no return , and efforts to slow global warming will not stop it from disintegrating . That 's according to a new study by researchers at Ohio State University .
`` The ice sheet is now in this new dynamic state , where even if we went back to a climate that was more like what we had 20 or 30 years ago , we would still be pretty quickly losing mass , '' Ian Howat , co-author of the study and a professor at Ohio State University , said .","[0, 206, 'Fallacy of Credibility']"
40,https://edition.cnn.com/2020/08/14/weather/greenland-ice-sheet/index.html,"The ice loss has been so massive in recent years , she said , that it has caused a measurable change in the gravitational field over Greenland .
Ice melting in Greenland contributes more than a millimeter rise to sea level every year , and that 's likely to get worse . Sea levels are projected to rise by more than 3 feet by the end of the century , wiping away beaches and coastal properties .
Coastal states like Florida , and low-lying island nations are particularly vulnerable . Just 3 feet of sea level rise could put large areas of coastline underwater . Forty percent of the US population resides in coastal areas that are vulnerable to sea level rise .","[1032, 1155, 'Faulty Generalization']"
41,https://edition.cnn.com/2020/08/14/weather/greenland-ice-sheet/index.html,"Ice melting in Greenland contributes more than a millimeter rise to sea level every year , and that 's likely to get worse . Sea levels are projected to rise by more than 3 feet by the end of the century , wiping away beaches and coastal properties .
Coastal states like Florida , and low-lying island nations are particularly vulnerable . Just 3 feet of sea level rise could put large areas of coastline underwater . Forty percent of the US population resides in coastal areas that are vulnerable to sea level rise .
`` There 's a lot of places , like in Florida especially , where one meter alone would cover a lot of existing land areas , '' King said . `` And that 's exacerbated when you get storms and hurricanes and things like that , that then cause extra surge on top of a higher baseline . ''","[1158, 1422, 'Equivocation']"
42,https://edition.cnn.com/2020/08/14/weather/greenland-ice-sheet/index.html,"`` There 's a lot of places , like in Florida especially , where one meter alone would cover a lot of existing land areas , '' King said . `` And that 's exacerbated when you get storms and hurricanes and things like that , that then cause extra surge on top of a higher baseline . ''
The study also found that the ice sheet is retreating in rapid bursts , leading to a sudden and unpredictable rise in sea levels , making it difficult to prepare for the effects .
The study used four decades of satellite data to measure changes in Greenland 's ice sheet . The authors found that after 2000 , the ice sheet shrank so rapidly that replenishing snowfall would not keep up with the rate of melting from parts of the glacier newly exposed to warmer ocean water , even if climate change were reversed .","[1710, 1887, 'Faulty Generalization']"
43,https://edition.cnn.com/2020/08/14/weather/greenland-ice-sheet/index.html,"Even though the retreat of the Greenland Ice sheet likely can not be reversed , it 's just the first in a series of tipping points . If climate change continues at this rate , the rate of melting will get much worse .
`` We 've passed the point of no return but there 's obviously more to come , '' Howat said . `` Rather than being a single tipping point in which we 've gone from a happy ice sheet to a rapidly collapsing ice sheet , it 's more of a staircase where we 've fallen off the first step but there 's many more steps to go down into the pit . ''
","[2742, 2980, 'Faulty Generalization']"
44,http://archive.is/fH58q,"I may seem like a strange person to be saying all of this . I have been a climate activist for 20 years and an environmentalist for 30 .
But as an energy expert asked by Congress to provide objective expert testimony , and invited by the Intergovernmental Panel on Climate Change ( IPCC ) to serve as Expert Reviewer of its next Assessment Report , I feel an obligation to apologize for how badly we environmentalists have misled the public .
Here are some facts few people know :","[404, 703, 'Fallacy of Credibility']"
