updated_label,original_url,old_label,source_article,explanations,rationale
faulty generalization,https://quizizz.com/admin/quiz/5dfa3507a2918c001b19927c/rhetorical-fallacies-practice,hasty generalization,I can't understand why people are complaining that it's difficult to find a job in this job market. My daughter and I got jobs without any trouble.,,
faulty generalization,https://quizizz.com/admin/quiz/606f1a28b1113a001b6d6ba2/logical-fallicies,hasty generalization,"On my walk to work this morning, a woman on her bike nearly ran me off the sidewalk. I hadn't realized that cyclists were so aggressive and rude!",,
faulty generalization,https://quizizz.com/admin/quiz/611c9107f90b18001fce0b1d/logical-fallacies,hasty generalization,"Even without watching the movie, I just know that it would not be as good as the book.",,
faulty generalization,https://quizizz.com/admin/quiz/5f866cd09b8715001bf9a88c/identify-logical-fallacies,hasty generalization,"“Pain-Away worked for me, so it’s sure to work for you, too.”",,
faulty generalization,https://quizizz.com/admin/quiz/603c4135fe49e5001bc1c557/activity-march-logical-fallacies,hasty generalization,"The government is convinced that it was a bomb that brought down the aircraft. “Our countrymen believe it was a bomb,” said the president. “A survey done a few days after the crash indicates that almost seventy percent of the people believe it was a terrorist’s bomb.”",,
faulty generalization,https://quizizz.com/admin/quiz/603c4135fe49e5001bc1c557/activity-march-logical-fallacies,hasty generalization,All of those who hate the Duterte administration are CPP-NPA supporters.,,
faulty generalization,https://quizizz.com/admin/quiz/5c890a34b355a3001d6addb9/logical-fallacies,hasty generalization,"Mrs. Miller taught your older brother, who was the class clown. She decides to be strict with you from the very first day of class because she thinks you will be a clown, too.",,
faulty generalization,https://quizizz.com/admin/quiz/5df92b0aa5d605001fad432c/logical-fallacies-presidential-speeches,hasty generalization,"JOHN F. KENNEDY: I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world… (from opening statement)
RICHARD NIXON: We heard tonight, for example, the statement made that our growth in national product last year was the lowest of any industrial nation in the world. Now last year, of course, was 1958. That happened to be a recession year. But when we look at the growth of G.N.P. this year, a year of recovery, we find that it's six and nine-tenths per cent and one of the highest in the world today… (from opening statement)
September 26, 1960
Chicago, Illinois

What logical fallacy does Kennedy use?",,
faulty generalization,https://quizizz.com/admin/quiz/5c6cbd74936b92001a45521b/logical-fallacies,hasty generalization,"""You shouldn't go to 'Vomito' I went once and the food was awful."" is",,
faulty generalization,https://quizizz.com/admin/quiz/5c6cbd74936b92001a45521b/logical-fallacies,hasty generalization,"""Avoid Latam Airlines. Their planes are always late"" is what kind of fallacy?",,
faulty generalization,https://quizizz.com/admin/quiz/6059f970a5d7c3001da9d533/logical-fallacies,hasty generalization,"Two of my best friends are really introverted, shy people, and they both have cats. That leads to me believe that most cat lovers are really shy.",,
faulty generalization,https://quizizz.com/admin/quiz/6059f970a5d7c3001da9d533/logical-fallacies,hasty generalization,"I've only read a couple pages of this book, and I've already found a typo. There's no way I'm reading the rest of this garbage.",,
faulty generalization,https://quizizz.com/admin/quiz/60b4f4000f8488001b40c84c/types-of-logical-fallacy,hasty generalization,Christine has a terrible experience with a boyfriend. She decides that all boys are mean.,,
faulty generalization,https://quizizz.com/admin/quiz/5e32e7cf3c268f001c0dda1d/logical-fallacies,hasty generalization,We think that Malltime will be a success because all little girls like shopping.,,
faulty generalization,https://quizizz.com/admin/quiz/6030549c418d3e001bcbfb14/logical-fallacies-the-snap-decision-the-people,hasty generalization,"My roommate from Maine loves lobsters, therefore all people from Maine love lobsters.",,
faulty generalization,https://quizizz.com/admin/quiz/5fa59387abc53e001b67ecbc/logical-fallacies,hasty generalization,"The spider that bit was poison, therefore all spiders are poison.",,
faulty generalization,https://quizizz.com/admin/quiz/5fa59387abc53e001b67ecbc/logical-fallacies,hasty generalization,The child did not do his chores so therefore all children are lazy.,,
faulty generalization,https://quizizz.com/admin/quiz/5fa59387abc53e001b67ecbc/logical-fallacies,hasty generalization,The teenagers where rude and disrespectful therefore all teenagers are rude and disrespectful.,,
faulty generalization,https://quizizz.com/admin/quiz/5fa59387abc53e001b67ecbc/logical-fallacies,hasty generalization,This guy in my class with glasses always talks in class so all guys with glasses are talkative.,,
faulty generalization,https://quizizz.com/admin/quiz/5fa59387abc53e001b67ecbc/logical-fallacies,hasty generalization,I met a rude person from France yesterday. I guess all French people are rude.,,
faulty generalization,https://quizizz.com/admin/quiz/5da9c616b36650001b516bbf/logical-fallacies,hasty generalization,Christine has a terrible experience with a boyfriend. She decides that all boys are mean. This is an example of which logical fallacy?,,
faulty generalization,https://quizizz.com/admin/quiz/5fe94858a0463a001b61cfcc/logical-fallacies,hasty generalization,"“Because young male drivers are twice as likely to get into a car accident, they should pay more for car insurance.”",,
faulty generalization,https://quizizz.com/admin/quiz/5fe94858a0463a001b61cfcc/logical-fallacies,hasty generalization,news organizations are Fake News?,,
faulty generalization,https://quizizz.com/admin/quiz/5af3432e02fd7c0019e40cd2/king-hamilton-logical-fallacies,hasty generalization,Alissa has class with a football player who is a class clown. He disrupts the class and is failing. Alissa decides all football players are not serious students.,,
faulty generalization,https://quizizz.com/admin/quiz/606629c9f6277b001bfe66ab/logical-fallacies,hasty generalization,"Fred, the German, stole my wallet. Therefore, all Germans are thieves.",,
faulty generalization,https://quizizz.com/admin/quiz/58dcf493b907d2d254cf10e4/logical-fallacies-gr,hasty generalization,"Four out of five dentists recommend Happy Glossy Smiley toothpaste brand. Therefore, it must be great.",,
faulty generalization,https://quizizz.com/admin/quiz/60be1e6d23fc31001d455d29/rhetorical-devices-and-logical-fallacies,hasty generalization,"""Even though it's only the first day, I can tell this is going to be a boring course.""",,
faulty generalization,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,hasty generalization,"Southerners talk fast. I was just on the phone with one, and I could barely keep up!",,
faulty generalization,https://quizizz.com/admin/quiz/5ff761adba6d42001bcabe58/literary-devices-fallacies,hasty generalization,"I have a red car. My car was in a wreck. Therefore, all red cars get wrecked.",,
faulty generalization,https://quizizz.com/admin/quiz/602f2741339967001ca8a849/fallacies-of-arguments-based-on-reason,hasty generalization,“There aren’t any good restaurants in Sydney; I tried two and they were both horrible.”,,
faulty generalization,https://quizizz.com/admin/quiz/601c1a998a4446001bbad32c/logical-fallacies-show-it,hasty generalization,"to define a person based on faulty opinions derived by judgments made about a group, a class, or race of people",,
faulty generalization,https://quizizz.com/admin/quiz/5ed74db1ca42f7001b829786/fallacies,hasty generalization,Why did the blond cross the road?  Because she saw a shoe sale!,,
faulty generalization,https://quizizz.com/admin/quiz/5ed74db1ca42f7001b829786/fallacies,hasty generalization,"Everyone who gets a college degree is better off.  All people who are better off as a result of getting a degree are good to have conversations with.  Therefore, everyone who gets a college degree is a good person to have a conversation with.",,
faulty generalization,https://quizizz.com/admin/quiz/5ed74db1ca42f7001b829786/fallacies,hasty generalization,People who wear glasses are smarter.,,
faulty generalization,https://quizizz.com/admin/quiz/5ed74db1ca42f7001b829786/fallacies,hasty generalization,All dogs go to heaven.,,
faulty generalization,https://quizizz.com/admin/quiz/607458ee15ccc6001be76514/logical-fallacy,hasty generalization,All tall people are good basketball players.,,
faulty generalization,https://quizizz.com/admin/quiz/5ed74db1ca42f7001b829786/fallacies,hasty generalization,1 = a number; 2 = a number; therefore 1 = 2.,,
faulty generalization,https://quizizz.com/admin/quiz/5ed74db1ca42f7001b829786/fallacies,hasty generalization,Women can't do as good a job as men.,,
faulty generalization,https://quizizz.com/admin/quiz/5ed74db1ca42f7001b829786/fallacies,hasty generalization,All people who live in England have bad teeth.,,
faulty generalization,https://quizizz.com/admin/quiz/5ed74db1ca42f7001b829786/fallacies,hasty generalization,Pre-AP kids are smart and creative.,,
faulty generalization,https://quizizz.com/admin/quiz/5df18450e0d780001ef69064/logical-fallacies-set,hasty generalization,My job interview did not go well. I'll never get a job.,,
faulty generalization,https://quizizz.com/admin/quiz/605a2838960a72001b01c652/logical-fallacies-quiz,hasty generalization,"If you get in a car wreck, and the fault of the wreck is a teenage boy at ECR, believing all teenage boys at ECR are bad drivers is an example of:",,
faulty generalization,https://quizizz.com/admin/quiz/5da92387769162001aadb41f/logical-fallacies-q-s,hasty generalization,Look at people like Michael Vick and OJ Simpson. Professional athletes really have no sense of morality.,,
faulty generalization,https://quizizz.com/admin/quiz/5da92387769162001aadb41f/logical-fallacies-q-s,hasty generalization,Teenagers are too immature and self-absorbed to understand anything about global issues.,,
faulty generalization,https://quizizz.com/admin/quiz/5a9d7720b3079e00192c084e/fallacies,hasty generalization,"My cat sleeps all day, so cats must be pretty lazy.",,
faulty generalization,https://quizizz.com/admin/quiz/6077129b829907001ceb944c/logical-fallacies,hasty generalization,“People nowadays only vote with their emotions instead of their brains.”,,
faulty generalization,https://quizizz.com/admin/quiz/6077129b829907001ceb944c/logical-fallacies,hasty generalization,Parents today would rather their kids suppress their identity rather than just be who they are even if it doesn't go with the norm.,,
faulty generalization,https://quizizz.com/admin/quiz/6077129b829907001ceb944c/logical-fallacies,hasty generalization,People who read are smart.,,
faulty generalization,https://quizizz.com/admin/quiz/5db2bfe7c071cc001c22208b/logical-fallacies,hasty generalization,"""I have one Japanese friend and it's true that all of them are numb.""",,
faulty generalization,https://quizizz.com/admin/quiz/601056163892d4001ea82a59/rhetorical-devices-and-logical-fallacies,hasty generalization,"""Annie must like Starbucks because all girls like Starbucks.""",,
faulty generalization,https://quizizz.com/admin/quiz/5a80d327f21f740021abaa7f/logical-fallacies,hasty generalization,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made?",,
faulty generalization,https://quizizz.com/admin/quiz/5f86ed951d73dd001bc299ca/logical-fallacies,hasty generalization,"There are no good restaurants in New York; I tried two in Times Square, and they were awful.",,
faulty generalization,https://quizizz.com/admin/quiz/601af49c678cb2001f54a78b/th-logical-fallacies,hasty generalization,"""Everyone wants to be an English teacher.""",,
faulty generalization,https://quizizz.com/admin/quiz/5ac7f7a776f100001a27e778/logical-reasoning,hasty generalization,"""Sarah likes to run. All girls must like to run.""",,
faulty generalization,https://quizizz.com/admin/quiz/5fc9b74119cbd7001ce27869/week-recap,hasty generalization,"""No one stops to process...No one appreciates the value"" is an example of",,
faulty generalization,https://quizizz.com/admin/quiz/5fd79a1feb9b65001b6de52a/ap-q-rhetorical-fallacies,hasty generalization,"""My uncle eats pizza and cake and he is thin. Pizza and cake aren’t the cause of obesity. "" is an example of",,
faulty generalization,https://quizizz.com/admin/quiz/5f60f9039253d1001c48f3f4/logos-practice,hasty generalization,"""Some tall people recently vandalized the park, tall people are irresponsible.""",,
faulty generalization,https://quizizz.com/admin/quiz/5f94ad435ac957001b6b2e85/fallacies,hasty generalization,"Sarah loves to wear running shoes, all girls must like to run.",,
faulty generalization,https://quizizz.com/admin/quiz/58ee7ef2f594a8e768780149/rhetorical-fallacies,hasty generalization,"""My roommate said her philosophy class was hard, and the one I'm in is hard, too. All philosophy classes must be hard!”",,
faulty generalization,https://quizizz.com/admin/quiz/606f2b6b47ee6d001bc7e98c/logical-fallacy,hasty generalization,"My parents are democrats, and they are good people. Therefore, all democrats must be good people.",,
faulty generalization,https://quizizz.com/admin/quiz/5fac75e5dc466f001c2cbeeb/logical-fallacies,hasty generalization,"""All Muslims are terrorists"" is an example of",,
faulty generalization,https://quizizz.com/admin/quiz/5ffdbb6b36ee14001ec3829e/fallacies,hasty generalization,I can tell this movie is going to be terrible; the opening credits aren't even over yet!,,
faulty generalization,https://quizizz.com/admin/quiz/5e528b7fe6cfb3001ca07fd8/mankind-s-next-giant-leap,hasty generalization,"""Everyone who likes pizza likes pepperoni"" is an example of",,
faulty generalization,https://quizizz.com/admin/quiz/5d90f216d258e4001a11c33c/fun-with-fallacies,hasty generalization,"Teachers don't have lives.""My best friend said her English class was hard, and the one I'm in is hard too. All English classes must be hard.""",,
faulty generalization,https://quizizz.com/admin/quiz/60332e20073770001d1ef61f/english-review,hasty generalization,"""My cousin said her Math class was hard. The one that I’m in is hard too. All Math classes must be hard.""
This statement is an example of…",,
faulty generalization,https://quizizz.com/admin/quiz/5cb0c70b48b73f001a2f710e/persuasive-unit-quiz-review,hasty generalization,All chess players are geniuses.,,
faulty generalization,https://quizizz.com/admin/quiz/5cb0c70b48b73f001a2f710e/persuasive-unit-quiz-review,hasty generalization,"Trying to finish a marathon is impossible, I know because I tried it once.",,
faulty generalization,https://quizizz.com/admin/quiz/604cfcb11c34ee001b0bd464/unit-test-review,hasty generalization,"Saying things like ""ALL teenagers are irresponsible"" would be an example of which type of fallacy?",,
faulty generalization,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,hasty generalization,"""The two courses I took at UWI were not very interesting. I don't think its a good university.""",,
faulty generalization,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,hasty generalization,"My dog got sprayed by a skunk this morning on the trail; therefore, trail running is dangerous.",,
faulty generalization,https://quizizz.com/admin/quiz/5c3fedfb7e72ee001a76fce6/persuasive-text-quiz,hasty generalization,I can't trust the mayor or the governor. All politicians must be liars.,,
faulty generalization,https://quizizz.com/admin/quiz/5c3fedfb7e72ee001a76fce6/persuasive-text-quiz,hasty generalization,All writing teachers must be awesome because Ms. Lopez is.,,
faulty generalization,https://quizizz.com/admin/quiz/5c3fa485496da9001b98b7d7/advertising-techniques,hasty generalization,"Unfair judgement of people based on looks, belief, or ethnic background.",,
faulty generalization,https://quizizz.com/admin/quiz/5f6c215473a960001b4b0054/philosophy-ct-unit-mc-practice,hasty generalization,"A shopkeeper suspects you of stealing and asks you to empty your pockets. The first thing you take out is an empty gum wrapper and they immediately shout, “I knew it!” What fallacy has the shopkeeper committed?",,
faulty generalization,https://quizizz.com/admin/quiz/5f6c215473a960001b4b0054/philosophy-ct-unit-mc-practice,hasty generalization,You have a friend who claims that cats like to go to windows and watch sunsets because that is what her cats does. What fallacy has she committed?,,
faulty generalization,https://quizizz.com/admin/quiz/610b247eaba1ad001c963c21/detective-fallacy,hasty generalization,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students.

What error in reasoning has Jeff made?",,
faulty generalization,https://quizizz.com/admin/quiz/5afbba52bb114c001c2d4e43/logical-fallacy-quiz,hasty generalization,"""I don't know how to complete my geometry homework tonight; I probably can't pass the course since I can't do this one assignment.""",,
faulty generalization,https://quizizz.com/admin/quiz/5ffa8a77952dd8001dc18419/logical-fallacy,hasty generalization,Two members of my team have become more engaged employees after taking public speaking classes. That proves we should have mandatory public speaking classes for the whole company to improve employee engagement.,,
faulty generalization,https://quizizz.com/admin/quiz/58500e401c6f222779510f06/rhetorical-fallacies,hasty generalization,A lion is a cat and cats are good pets so a lion must be a good pet.,,
faulty generalization,https://quizizz.com/admin/quiz/5a81e5020e9927002171f465/rhetorical-fallacies,hasty generalization,"All of my red-headed friends are good dancers. Therefore, all red-headed people must be good dancers. 
This assumption from my experience is an example of",,
faulty generalization,https://quizizz.com/admin/quiz/5a81e5020e9927002171f465/rhetorical-fallacies,hasty generalization,Why did the blonde cross the road?  Because she saw a shoe sale!,,
faulty generalization,https://quizizz.com/admin/quiz/607458ee15ccc6001be76514/logical-fallacy,hasty generalization,"Which rhetorical fallacy is a broad statement about people on the basis of gender, ethnicity, race, or political, social, professional, or religious group?",,
faulty generalization,https://quizizz.com/admin/quiz/5ddc131a4e358d001b70521d/false-assumptions-fallacies,hasty generalization,"My neighbor's cat attacked me, therefore all cats are evil.",,
faulty generalization,https://quizizz.com/admin/quiz/5ddc131a4e358d001b70521d/false-assumptions-fallacies,hasty generalization,"Sometimes flu vaccines don’t work, therefore vaccines are useless.",,
faulty generalization,https://quizizz.com/admin/quiz/5fb68f454a24b300206df12f/logos-fallacies,hasty generalization,"I saw two women get in a car accident. Therefore, all women are bad drivers",,
faulty generalization,https://quizizz.com/admin/quiz/5fb68f454a24b300206df12f/logos-fallacies,hasty generalization,I saw that dog eat chicken so all dogs must only eat chicken.,,
faulty generalization,https://quizizz.com/admin/quiz/5f721b51788f0a001bd242c3/fallacies,hasty generalization,My mom says that most tourist from France are rude. She had to wait on one the other day and the lady threw her pancakes on the ground because they were not big enough.,,
faulty generalization,https://quizizz.com/admin/quiz/6035c01463468c001c48185e/fallacies,hasty generalization,"My friend said her Math class was hard, and the one I’m in is hard, too. All Math classes must be hard!",,
faulty generalization,https://quizizz.com/admin/quiz/60b4f4000f8488001b40c84c/types-of-logical-fallacy,hasty generalization,There was a fight at school today. Violence is a growing problem in school.,,
faulty generalization,https://quizizz.com/admin/quiz/5e8628e30898e2001c4360ea/types-of-evidence,hasty generalization,"We should go inside; the last time the clouds were that dark, there was a tornado.",,
faulty generalization,https://quizizz.com/admin/quiz/5e8628e30898e2001c4360ea/types-of-evidence,hasty generalization,My Aunt was in the hospital for 6 weeks because she didn't wear a seatbelt.,,
faulty generalization,https://quizizz.com/admin/quiz/5e8628e30898e2001c4360ea/types-of-evidence,hasty generalization,My teacher told us she learned the hard way that procrastination is a bad habit!,,
faulty generalization,https://quizizz.com/admin/quiz/5e8628e30898e2001c4360ea/types-of-evidence,hasty generalization,I work out in the morning because it worked for my friend.,,
faulty generalization,https://quizizz.com/admin/quiz/5b84bfa0375e27001923d7cc/logos-practice-quiz,hasty generalization,"""Some tall people recently vandalized the park. Tall people are so irresponsible.""",,
faulty generalization,https://quizizz.com/admin/quiz/5c6e4027ab65f8001ac3f40a/persuasion,hasty generalization,A few students are misbehaving...therefore the whole class is bad. What fallacy is this an example of?,,
faulty generalization,https://quizizz.com/admin/quiz/5c0121809405e7001b03a9a3/understanding-fallacies,hasty generalization,"Three kids in one class failed the Jane Eyre quiz, I guess,all the other classes will all fail it, too.",,
faulty generalization,https://quizizz.com/admin/quiz/5c414419241683001aad33d8/rhetorical-fallacies,hasty generalization,"Chihuahuas are good inside dogs. German Shepherds are dogs; therefore, German Shepherds would be good inside dogs, too.",,
faulty generalization,https://quizizz.com/admin/quiz/5c414419241683001aad33d8/rhetorical-fallacies,hasty generalization,Girls should not be allowed . to try out as kickers for school football teams because girls are not very athletic.,,
faulty generalization,https://quizizz.com/admin/quiz/5c414419241683001aad33d8/rhetorical-fallacies,hasty generalization,"Some students who attend tutoring over the summer are not very intelligent. Since Beth attended summer tutoring, she is not a very good student.",,
faulty generalization,https://quizizz.com/admin/quiz/5da73748e438d4001afb00fe/logical-fallacy,hasty generalization,All students are good and all clowns are bad.,,
faulty generalization,https://quizizz.com/admin/quiz/5da73748e438d4001afb00fe/logical-fallacy,hasty generalization,Even though people say we are going to behave; we know they won't behave well.,,
faulty generalization,https://quizizz.com/admin/quiz/6075e4814937a3001e0c1514/logical-fallacy-review,hasty generalization,"My parents are vegetarians, and they are good people. Therefore, all vegetarians must be good people.",,
faulty generalization,https://quizizz.com/admin/quiz/5fa314fe29f97f001b7e198f/fallacy-quiz,hasty generalization,"That German, Fred, stole my wallet. All Germans are thieves.",,
faulty generalization,https://quizizz.com/admin/quiz/60c66e403fb5ff001bc8192e/logical-fallacies-part,hasty generalization,The meteorologist predicted the wrong amount of rain for May. Obviously the meteorologist is unreliable.,,
faulty generalization,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,hasty generalization,"My first day of basketball practice was easy, so it will always be easy.",,
faulty generalization,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,hasty generalization,"My first time meeting Mr. Casal went poorly, so his class will not be a good one this year.",,
faulty generalization,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,hasty generalization,"My first time walking the dog went terribly, so my dog is a terrible one.",,
faulty generalization,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,hasty generalization,"The first time I went to Six Flags was great, so every time I go there will be great.",,
faulty generalization,https://quizizz.com/admin/quiz/591cafca6f261f1700497ef1/english-final,hasty generalization,"Almost all of the students I talked to said that they don't like the senator. I'm sure he'll lose the election on Tuesday.
Which logical fallacy is represented here?",,
faulty generalization,https://quizizz.com/admin/quiz/5ce46649b4789b001d74d6be/aria-memoir-of-a-bilingual-childhood,hasty generalization,"In paragraph 43, Rodriguez accuses the middle-class ethnics of being guilty of which of the following logical fallacies?",,
faulty generalization,https://quizizz.com/admin/quiz/5e39d18953493f001bf74da9/rhetorical-devices,hasty generalization,"""Freedom of choice is an important freedom. Students should have the freedom to choose between different types of soft drinks.""",,
faulty generalization,https://quizizz.com/admin/quiz/5dcb28944bb29b001f3c5e53/logical-fallacies-false-logic,hasty generalization,"After I listened to the first song of my favorite musician’s new vinyl record, I knew I’d hate the entire record, so I converted it into a Frisbee.",,
faulty generalization,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,hasty generalization,"If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population.",,
faulty generalization,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,hasty generalization,My car broke down yesterday. Cars are worthless.,,
faulty generalization,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,hasty generalization,He has smoked cigarettes his entire life and he doesn't have lung cancer. Therefore smoking doesn't cause lung cancer.,,
faulty generalization,https://quizizz.com/admin/quiz/58ab8190b2798b6777134b36/persuasive-techniques-and-logical-fallacies,hasty generalization,"""Blondes are less intelligent than people with other hair colors.""",,
faulty generalization,https://quizizz.com/admin/quiz/6019e64ff54481001b028073/eapp-logic-live-quiz-alternative,hasty generalization,"""You were late tonight. You must be cheating!""",,
faulty generalization,https://quizizz.com/admin/quiz/5955a3f0181ab41000ac5a83/debate-fallacies,hasty generalization,"While doing research for her debate topic on school uniforms, Sara discovered that a local elementary school survey indicated that 72% of its 1st graders wanted uniforms. She used this as evidence to support that all high schools should wear school uniforms.
What fallacy did Sara use here?",,
faulty generalization,https://quizizz.com/admin/quiz/5955a3f0181ab41000ac5a83/debate-fallacies,hasty generalization,"""My roommate said her Debate class was hard, and the one that I'm in right now is hard, too. All Debate classes must be hard!”",,
